ID,Organism,MIBiG_cluster,Molecular formula,Monoisotopic mass,Canonical smiles,Isomeric smiles,Reference,Unnamed: 8,InChIKey,NPAID
Surfactant BL86 1,Bacillus licheniformis 86,Unknown,Unknown,Unknown,Unknown,Unknown,,,,
Surfactant BL86 2,Bacillus licheniformis 86,Unknown,Unknown,Unknown,Unknown,Unknown,,,,
Surfactin A,Bacillus subtilis,Unknown,C51H89N7O13,1007.651836,CC(C)CCCCCCCC1CC(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O1,CC(C)CCCCCCC[C@@H]1CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O1,Nikhil 2010,,PBEDWPIWZYHNPL-RHKAOURMSA-N,
Surfactin B,Bacillus subtilis,Unknown,C52H91N7O13,1021.667486,CC(C)CCCCCCCCC1CC(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O1,CC(C)CCCCCCCC[C@@H]1CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O1,Nikhil 2010,,DDULCZLFAKVKJB-JIXKVBNCSA-N,
Surfactin C,Bacillus subtilis,Unknown,C53H93N7O13,1035.683136,CC(C)CCCCCCCCCC1CC(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O1,CC(C)CCCCCCCCC[C@@H]1CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O1,Nikhil 2010,,NJGWOFRZMQRKHT-WGVNQGGSSA-N,NPA006607
Surfactin D,Bacillus subtilis,Unknown,C54H95N7O13,1049.698786,CC(C)CCCCCCCCCCC1CC(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O1,CC(C)CCCCCCCCCC[C@@H]1CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O1,Nikhil 2010,,HPBKRTWLUQRMNA-PTYDTDROSA-N,
Surfactin; ai-C16-Surfactin,Bacillus pumilus KMM 456,BGC0000433,C51H89N7O13,1007.651836,CC(C)CCCCCCCC1CC(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O1,Unknown,,,,
Syringafactin A,Pseudomonas syringae pv. tomato DC3000,BGC0000435,C54H99N9O13,1081.736234,CCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O)C(C)C)C(C)O,CCCCCCCC(O)CC(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)C)[C@H](C)O,Roongsawang 2011,,OZNSZJGTTJTCMJ-BRELUYMPSA-N,
Syringafactin B,Pseudomonas syringae pv. tomato DC3000,BGC0000435,C55H101N9O13,1095.751884,CCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O)C(C)O,CCCCCCCC(O)CC(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O)[C@H](C)O,Berti 2007,,YTLIJXLOYNCCOO-WENFAVMZSA-N,
Syringafactin C,Pseudomonas syringae pv. tomato DC3000,BGC0000435,C55H101N9O13,1095.751884,CCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O)C(C)CC)C(C)O,CCCCCCCC(O)CC(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](C)CC)[C@H](C)O,Berti 2007,,VSIGABYNCNXUIU-NFCPOZILSA-N,
Syringafactin D,Pseudomonas syringae pv. tomato DC3000,BGC0000435,C56H103N9O13,1109.767534,CCCCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O)C(C)C)C(C)O,CCCCCCCCCC(O)CC(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)C)[C@H](C)O,Berti 2007,,GPHFGTXTCKGKGH-QDJVFTDRSA-N,
Syringafactin E,Pseudomonas syringae pv. tomato DC3000,BGC0000435,C57H105N9O13,1123.783184,CCCCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O)C(C)O,CCCCCCCCCC(O)CC(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O)[C@H](C)O,Berti 2007,,YAQRIRLOHOPYRB-XYNRBNDYSA-N,
Syringafactin F,Pseudomonas syringae pv. tomato DC3000,BGC0000435,C57H105N9O13,1123.783184,CCCCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O)C(C)CC)C(C)O,CCCCCCCCCC(O)CC(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](C)CC)[C@H](C)O,Berti 2007,,SMWODABTROSZLO-FBYJMSHGSA-N,
Syringomycin A,Pseudomonas syringae pv. syringae B728a,Unknown,Unknown,Unknown,Unknown,Unknown,,,,
Syringomycin A1,Pseudomonas syringae pv. syringae,Unknown,C51H81ClN14O17,1196.559265,CC=C1NC(=O)C(Cc2ccccc2)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CO)NC(=O)C(NC(=O)CC(O)CCCCCCC)COC(=O)C(C(O)CCl)NC(=O)C(C(O)C(=O)O)NC1=O,C/C=C1\NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@@H](CO)NC(=O)[C@@H](NC(=O)C[C@@H](O)CCCCCCC)COC(=O)[C@H]([C@H](O)CCl)NC(=O)[C@H]([C@H](O)C(=O)O)NC1=O,Anselmi 2011,,VFXHWENMNWQOTJ-SXLHWKEJSA-N,NPA005952
Syringomycin E,Pseudomonas syringae pv. syringae,BGC0000437,C53H85ClN14O17,1224.590565,CC=C1NC(=O)C(Cc2ccccc2)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CO)NC(=O)C(NC(=O)CC(O)CCCCCCCCC)COC(=O)C(C(O)CCl)NC(=O)C(C(O)C(=O)O)NC1=O,C/C=C1\NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@@H](CO)NC(=O)[C@@H](NC(=O)C[C@@H](O)CCCCCCCCC)COC(=O)[C@H]([C@H](O)CCl)NC(=O)[C@H]([C@H](O)C(=O)O)NC1=O,Anselmi 2011,,ZQVJBRJGDVZANE-MXDMHAPNSA-N,NPA020308
Syringomycin G,Pseudomonas syringae pv. syringae,Unknown,C55H89ClN14O17,1252.621865,CC=C1NC(=O)C(Cc2ccccc2)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CO)NC(=O)C(NC(=O)CC(O)CCCCCCCCCCC)COC(=O)C(C(O)CCl)NC(=O)C(C(O)C(=O)O)NC1=O,C/C=C1\NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@@H](CO)NC(=O)[C@@H](NC(=O)C[C@@H](O)CCCCCCCCCCC)COC(=O)[C@H]([C@H](O)CCl)NC(=O)[C@H]([C@H](O)C(=O)O)NC1=O,Anselmi 2011,,YWJUOOVZJWOIRO-RVGPOWBBSA-N,
Syringopeptin 22 PhvA,Pseudomonas syringae pv. syringae,Unknown,Unknown,2129.188476,CC=C(NC(=O)C(C)NC(=O)C(C)NC(=O)C(NC(=O)C(C)NC(=O)C(=CC)NC(=O)C(NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(=CC)NC(=O)CC(O)CCCCCCC)C(C)C)C(C)C)C(C)C)C(=O)NC1C(=O)NC(CO)C(=O)NC(C)C(=O)NC(=CC)C(=O)NC(C)C(=O)NC(CCN)C(=O)NC(CCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)OC1C,Unknown,Grgurina 2005,,,
Syringopeptin 22 PhvB,Pseudomonas syringae pv. syringae,Unknown,Unknown,2157.219776,CC=C(NC(=O)C(C)NC(=O)C(C)NC(=O)C(NC(=O)C(C)NC(=O)C(=CC)NC(=O)C(NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(=CC)NC(=O)CC(O)CCCCCCCCC)C(C)C)C(C)C)C(C)C)C(=O)NC1C(=O)NC(CO)C(=O)NC(C)C(=O)NC(=CC)C(=O)NC(C)C(=O)NC(CCN)C(=O)NC(CCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)OC1C,Unknown,Grgurina 2005,,,
Syringopeptin 22A,Pseudomonas syringae pv. syringae strain B301D,Unknown,C101H162N24O27,2143.204126,CC=C(NC(=O)C(C)NC(=O)C(C)NC(=O)C(NC(=O)C(C)NC(=O)C(=CC)NC(=O)C(NC(=O)C(NC(=O)C(C)NC(=O)C(C)NC(=O)C(NC(=O)C(NC(=O)C1CCCN1C(=O)C(=CC)NC(=O)CC(O)CCCCCCC)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(=O)NC1C(=O)NC(CO)C(=O)NC(C)C(=O)NC(=CC)C(=O)NC(C)C(=O)NC(CCN)C(=O)NC(CCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)OC1C,C/C=C(\NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](NC(=O)[C@@H](C)NC(=O)/C(=C\C)NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H]1CCCN1C(=O)/C(=C\C)NC(=O)CC(O)CCCCCCC)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(=O)N[C@H]1C(=O)N[C@H](CO)C(=O)N[C@H](C)C(=O)N/C(=C\C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCN)C(=O)N[C@H](CCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O[C@@H]1C,Grgurina 2005,,OKCKAPRIOWGQBE-LNZQADEDSA-N,
Syringopeptin 22B,Pseudomonas syringae pv. syringae strain B301D,Unknown,C103H166N24O27,2171.235426,CC=C(NC(=O)C(C)NC(=O)C(C)NC(=O)C(NC(=O)C(C)NC(=O)C(=CC)NC(=O)C(NC(=O)C(NC(=O)C(C)NC(=O)C(C)NC(=O)C(NC(=O)C(NC(=O)C1CCCN1C(=O)C(=CC)NC(=O)CC(O)CCCCCCCCC)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(=O)NC1C(=O)NC(CO)C(=O)NC(C)C(=O)NC(=CC)C(=O)NC(C)C(=O)NC(CCN)C(=O)NC(CCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)OC1C,C/C=C(\NC(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](NC(=O)[C@@H](C)NC(=O)/C(=C\C)NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H]1CCCN1C(=O)/C(=C\C)NC(=O)CC(O)CCCCCCCCC)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(=O)N[C@H]1C(=O)N[C@H](CO)C(=O)N[C@H](C)C(=O)N/C(=C\C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCN)C(=O)N[C@H](CCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O[C@@H]1C,Grgurina 2005,,GMMCJXDYZSAVTQ-XVRJBFIQSA-N,
Syringopeptin 25A,Pseudomonas syringae pv. syringae | Pseudomonas syringae pv. atrofaciens,BGC0000438,Unknown,2398.362417,CC=C(NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(C)NC(=O)C(C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(=CC)NC(=O)CC(O)CCCCCCC)C(C)C)C(C)C)C(=O)NC(C(=O)NC(=CC)C(=O)NC(C)C(=O)NC(C(=O)NC(C)C(=O)NC(C)C(=O)NC(=CC)C(=O)NC1C(=O)NC(CO)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)NC(CCN)C(=O)NC(CCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)OC1C)C(C)C)C(C)C,Unknown,Matyus 2008,,,NPA020298
Syringopeptin 25B,Pseudomonas syringae pv. syringae | Pseudomonas syringae pv. atrofaciens,Unknown,Unknown,2426.393718,CC=C(NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(C)NC(=O)C(C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(=CC)NC(=O)CC(O)CCCCCCCCC)C(C)C)C(C)C)C(=O)NC(C(=O)NC(=CC)C(=O)NC(C)C(=O)NC(C(=O)NC(C)C(=O)NC(C)C(=O)NC(=CC)C(=O)NC1C(=O)NC(CO)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)NC(CCN)C(=O)NC(CCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)OC1C)C(C)C)C(C)C,Unknown,Matyus 2008,,,
Syringopeptin 508A,Pseudomonas syringae pv. lachrymans strain 508 ,Unknown,Unknown,2159.235426,CC=C(NC(=O)C(C)NC(=O)C(C)NC(=O)C(NC(=O)C(C)NC(=O)C(C)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(=CC)NC(=O)CC(O)CCCCCCC)C(C)C)C(C)C)C(C)C)C(=O)NC1C(=O)NC(CO)C(=O)NC(C)C(=O)NC(=CC)C(=O)NC(C)C(=O)NC(CCN)C(=O)NC(CCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)OC1C,Unknown,Grgurina 2005,,,NPA000313
Syringopeptin 508B,Pseudomonas syringae pv. lachrymans strain 508 ,Unknown,Unknown,2187.266726,CC=C(NC(=O)C(C)NC(=O)C(C)NC(=O)C(NC(=O)C(C)NC(=O)C(C)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(=CC)NC(=O)CC(O)CCCCCCCCC)C(C)C)C(C)C)C(C)C)C(=O)NC1C(=O)NC(CO)C(=O)NC(C)C(=O)NC(=CC)C(=O)NC(C)C(=O)NC(CCN)C(=O)NC(CCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)OC1C,Unknown,Grgurina 2005,,,NPA016933
Syringopeptin SC-1,Pseudomonas syringae pv. syringae,Unknown,Unknown,2157.219776,C=C(NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(=CC)NC(=O)CC(O)CCCCCCC)C(C)C)C(C)C)C(=O)NC(C)C(=O)NC(C(=O)NC(C)C(=O)NC(C)C(=O)NC(=CC)C(=O)NC1C(=O)NC(CO)C(=O)NC(C)C(=O)NC(=CC)C(=O)NC(C)C(=O)NC(CCN)C(=O)NC(CCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)OC1C)C(C)C,Unknown,Grgurina 2005,,,
Syringopeptin SC-2,Pseudomonas syringae pv. syringae,Unknown,Unknown,2185.251076,C=C(NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(=CC)NC(=O)CC(O)CCCCCCCCC)C(C)C)C(C)C)C(=O)NC(C)C(=O)NC(C(=O)NC(C)C(=O)NC(C)C(=O)NC(=CC)C(=O)NC1C(=O)NC(CO)C(=O)NC(C)C(=O)NC(=CC)C(=O)NC(C)C(=O)NC(CCN)C(=O)NC(CCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)OC1C)C(C)C,Unknown,Grgurina 2005,,,
Syringostatin A,Pseudomonas syringae pv. syringae,Unknown,C50H87ClN12O18,1178.594982,CC=C1NC(=O)C(C(C)O)NC(=O)C(CCCN)NC(=O)C(CCO)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(NC(=O)CC(O)CCCCCCCCCCC)COC(=O)C(C(O)CCl)NC(=O)C(C(O)C(=O)O)NC1=O,C/C=C1/NC(=O)[C@H]([C@H](C)O)NC(=O)[C@H](CCCN)NC(=O)[C@@H](CCO)NC(=O)[C@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCC)COC(=O)[C@H]([C@H](O)CCl)NC(=O)[C@H]([C@H](O)C(=O)O)NC1=O,Antibiotic dictionary,,SOKGGVHELUKAFO-WINQLYPXSA-N,
Syringostatin B,Pseudomonas syringae pv. syringae,Unknown,C50H87ClN12O19,1194.589896,CC=C1NC(=O)C(C(C)O)NC(=O)C(CCCN)NC(=O)C(CCO)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(NC(=O)CC(O)C(O)CCCCCCCCCC)COC(=O)C(C(O)CCl)NC(=O)C(C(O)C(=O)O)NC1=O,C/C=C1/NC(=O)[C@H]([C@H](C)O)NC(=O)[C@H](CCCN)NC(=O)[C@@H](CCO)NC(=O)[C@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](O)CCCCCCCCCC)COC(=O)[C@H]([C@H](O)CCl)NC(=O)[C@H]([C@H](O)C(=O)O)NC1=O,Antibiotic dictionary,,FXAAMFXCTWRSIJ-GKGJIUQVSA-N,
Syringostatin C,Pseudomonas syringae pv. syringae,Unknown,Unknown,Unknown,Unknown,Unknown,Antibiotic dictionary,,,
Syringostatin D,Pseudomonas syringae pv. syringae,Unknown,C50H88N12O20,1176.623783,CC=C1NC(=O)C(C(C)O)NC(=O)C(CCCN)NC(=O)C(CCO)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(NC(=O)CC(O)C(O)CCCCCCCCCC)COC(=O)C(C(O)CO)NC(=O)C(C(O)C(=O)O)NC1=O,C/C=C1/NC(=O)[C@H]([C@H](C)O)NC(=O)[C@H](CCCN)NC(=O)[C@@H](CCO)NC(=O)[C@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](O)CCCCCCCCCC)COC(=O)[C@H]([C@H](O)CO)NC(=O)[C@H]([C@H](O)C(=O)O)NC1=O,Antibiotic dictionary,,PSKMVXJENUQUHS-GKGJIUQVSA-N,
Syringostatin E,Pseudomonas syringae pv. syringae,Unknown,C48H83ClN12O18,1150.563681,CC=C1NC(=O)C(C(C)O)NC(=O)C(CCCN)NC(=O)C(CCO)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(NC(=O)CC(O)CCCCCCCCC)COC(=O)C(C(O)CCl)NC(=O)C(C(O)C(=O)O)NC1=O,C/C=C1/NC(=O)[C@H]([C@H](C)O)NC(=O)[C@H](CCCN)NC(=O)[C@@H](CCO)NC(=O)[C@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@@H](NC(=O)C[C@H](O)CCCCCCCCC)COC(=O)[C@H]([C@H](O)CCl)NC(=O)[C@H]([C@H](O)C(=O)O)NC1=O,Antibiotic dictionary,,REUXMKNGXWSXFN-STYJIFKMSA-N,
Syringostatin F,Pseudomonas syringae pv. syringae,Unknown,C50H88N12O19,1160.628869,CC=C1NC(=O)C(C(C)O)NC(=O)C(CCCN)NC(=O)C(CCO)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(NC(=O)CC(O)CCCCCCCCCCC)COC(=O)C(C(O)CO)NC(=O)C(C(O)C(=O)O)NC1=O,C/C=C1/NC(=O)[C@H]([C@H](C)O)NC(=O)[C@H](CCCN)NC(=O)[C@@H](CCO)NC(=O)[C@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCC)COC(=O)[C@H]([C@H](O)CO)NC(=O)[C@H]([C@H](O)C(=O)O)NC1=O,Antibiotic dictionary,,OGPWYJVHIJUGHD-WINQLYPXSA-N,
Syringostatin G,Pseudomonas syringae pv. syringae,Unknown,Unknown,Unknown,Unknown,Unknown,Antibiotic dictionary,,,
Syringostatin H,Pseudomonas syringae pv. syringae,Unknown,C52H91ClN12O19,1222.621196,CC=C1NC(=O)C(C(C)O)NC(=O)C(CCCN)NC(=O)C(CCO)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(NC(=O)CC(O)C(O)CCCCCCCCCCCC)COC(=O)C(C(O)CCl)NC(=O)C(C(O)C(=O)O)NC1=O,C/C=C1/NC(=O)[C@H]([C@H](C)O)NC(=O)[C@H](CCCN)NC(=O)[C@@H](CCO)NC(=O)[C@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](O)CCCCCCCCCCCC)COC(=O)[C@H]([C@H](O)CCl)NC(=O)[C@H]([C@H](O)C(=O)O)NC1=O,Antibiotic dictionary,,KRBHHMXXALBMFZ-ZUHDCHISSA-N,
Syringotoxin A,Pseudomonas syringae pv. syringae,Unknown,C48H83N11O19,1117.586669,CC=C1NC(=O)C(C(C)O)NC(=O)C(CCCN)NC(=O)C(CCO)NC(=O)CNC(=O)C(CCN)NC(=O)C(NC(=O)CC(O)CCCCCCCCCCC)COC(=O)C(C(O)CO)NC(=O)C(C(O)C(=O)O)NC1=O,C/C=C1/NC(=O)[C@H]([C@H](C)O)NC(=O)[C@H](CCCN)NC(=O)[C@@H](CCO)NC(=O)CNC(=O)[C@@H](CCN)NC(=O)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCC)COC(=O)[C@H]([C@H](O)CO)NC(=O)[C@H]([C@H](O)C(=O)O)NC1=O,Antibiotic dictionary,,UEDYJFYEHWJBFH-HBYAIHIOSA-N,
Syringotoxin B,Pseudomonas syringae pv. syringae,Unknown,C48H82ClN11O18,1135.552782,CC=C1NC(=O)C(C(C)O)NC(=O)C(CCCN)NC(=O)C(CCO)NC(=O)CNC(=O)C(CCN)NC(=O)C(NC(=O)CC(O)CCCCCCCCCCC)COC(=O)C(C(O)CCl)NC(=O)C(C(O)C(=O)O)NC1=O,C/C=C1/NC(=O)[C@H]([C@H](C)O)NC(=O)[C@H](CCCN)NC(=O)[C@@H](CCO)NC(=O)CNC(=O)[C@@H](CCN)NC(=O)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCC)COC(=O)[C@H]([C@H](O)CCl)NC(=O)[C@H]([C@H](O)C(=O)O)NC1=O,Antibiotic dictionary,,GFIQMTUSPKSFSY-HBYAIHIOSA-N,
TAN-1511 A1,Streptosporangium amethystogenes ssp. fukuiense AL-23456,Unknown,C74H135N7O17S,1425.963517,CCCCCCCCCCCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC(C(=O)O)C(C)O)C(C)O)OC(=O)CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)OC(=O)CCCCCCCCCCCCCCCC,Takizawa 1995,,MYXKVQLNYMYYOP-BOJLMVDUSA-N,
