SMILES,Category,PC1,PC2
CC(=O)O,SCFA,0.3190261639906488,0.8355183235666112
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1ccc[nH]1,AR,1.5475568339769874,0.1875692474821433
O=C(O)c1ccc[nH]1,AR,1.5475568339769874,0.1875692474821433
O=C(O)c1ccc[nH]1,AR,1.5475568339769874,0.1875692474821433
COC(CCCC/C=C/CCCCCCC/C=C/C(=O)O)(CC(=O)O)C(=O)O,LCFA,-0.5481939897995308,2.027588478573664
COC(CCCC/C=C/CCCCCCC/C=C/C(=O)O)(CC(=O)O)C(=O)O,LCFA,-0.5481939897995308,2.027588478573664
COC(CCCC/C=C/CCCCCCC/C=C/C(=O)O)(CC(=O)O)C(=O)O,LCFA,-0.5481939897995308,2.027588478573664
COC(CCCC/C=C/CCCCCCC/C=C/C(=O)O)(CC(=O)O)C(=O)O,LCFA,-0.5481939897995308,2.027588478573664
CCCCCCCC(O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CC(C)CCC(O)CC(=O)O,MCFA,-1.393156121463855,-0.4231838822672924
CCCCCCC/C=C/C(=O)O,LCFA,-0.9961746982114567,1.4483891839893963
CO/C(=C\c1cc(Cl)c(O)c(Cl)c1)C(=O)O,AR,1.118602222951389,0.6320663829975773
CO/C(=C\c1cc(Cl)c(O)c(Cl)c1)C(=O)O,AR,1.118602222951389,0.6320663829975773
CCC/C=C\c1ccccc1/C=C/C(=O)O,AR,0.710338423320106,2.062848222514218
CCC/C=C\c1ccccc1/C=C/C(=O)O,AR,0.710338423320106,2.062848222514218
CCC/C=C\c1ccccc1/C=C/C(=O)O,AR,0.710338423320106,2.062848222514218
CCC/C=C\c1ccccc1/C=C/C(=O)O,AR,0.710338423320106,2.062848222514218
CC(C)C/C=C/C=C/c1ccccc1/C=C/C(=O)O,AR,0.8258931079520289,2.235600395926622
CC(C)C/C=C/C=C/c1ccccc1/C=C/C(=O)O,AR,0.8258931079520289,2.235600395926622
CCCCCCCC(O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CC(C)CC(O)CC(=O)O,MCFA,-1.0752734222699314,-0.057773401473243176
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
CCCCCCCCCCCC(=O)O,LCFA,-1.2915992604251698,0.17969778608988568
CC(C)CCCCCCCCC(=O)O,LCFA,-1.2049511722663637,0.3897260705938418
CCCCCCCCCCCCC(=O)O,LCFA,-1.2915992604251698,0.17969778608988568
CC(C)CCCCCCCCCC(=O)O,LCFA,-1.2049511722663637,0.3897260705938418
CCCCCCCCCCCCCC(=O)O,LCFA,-1.2915992604251698,0.17969778608988568
CC(C)CCCCCCCCCCC(=O)O,LCFA,-1.2049511722663637,0.3897260705938418
CC(C)CCCCCCCCCCCC(=O)O,LCFA,-1.2049511722663637,0.3897260705938418
CCC(C)CCCCCCCCCCC(=O)O,LCFA,-1.249221150620333,0.24054029337225977
CC(C)/C=C/C=C/C(=O)O,MCFA,0.10240659570910038,1.9135806092318755
CC(C)/C=C/C=C/C(=O)O,MCFA,0.10240659570910038,1.9135806092318755
CC(C)CCCCCC(=O)O,MCFA,-1.2049511722663637,0.3897260705938418
CC(C)CCCC(=O)O,MCFA,-0.8347139873223067,0.6358701699180103
CC(=O)O,SCFA,0.3190261639906488,0.8355183235666112
CC(=O)O,SCFA,0.3190261639906488,0.8355183235666112
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
CCCCCCCC(O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCCCC(O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCC(=O)O,SCFA,-1.120020018350314,0.29291999096737464
CCCCCC(=O)O,SCFA,-1.120020018350314,0.29291999096737464
CCCCCCC[C@@H](O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCCC[C@@H](O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
O=C(O)c1cccc(O)c1O,AR,3.134999008579794,-1.4790405887916958
CCCCCCCCCC(O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCCCCCC(O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCCCCCC(O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCCCCCC(O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCCCCCCC[C@@H](O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCCCCCCC[C@@H](O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCCCCCCC[C@@H](O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCCCCCCC[C@@H](O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCCCCCCC[C@@H](O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCCCCCCC[C@@H](O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCCCCCCC[C@@H](O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
CCCCCCCCCCC[C@@H](O)CC(=O)O,LCFA,-2.673605730894832,-1.539214344841112
NC(=O)O,SCFA,0.49418623762814656,0.6304638530965098
O=C(O)NC(=O)O,SCFA,0.514477301451019,0.641108766088185
CC(=O)O,SCFA,0.3190261639906488,0.8355183235666112
O=C(O)NC(=O)O,SCFA,0.514477301451019,0.641108766088185
CC(=O)O,SCFA,0.3190261639906488,0.8355183235666112
O=C(O)CC(=O)O,SCFA,0.10677844641580926,0.5356487735888271
O=C(O)CC(=O)O,SCFA,0.10677844641580926,0.5356487735888271
